Region_ID,Time_Period,Renewable_Capacity_Added_MW,Total_Energy_Demand_MWh,Coal_Power_Generation_MWh,Carbon_Emission_tCO2,Transmission_Capacity_MW,Transmission_Completion_Rate,PSA_Signed,DISCOM_Debt_USD,AT_C_Loss_Percent,Land_Acquisition_Delay_Months,Renewable_Subsidy_USD,Coal_Subsidy_USD,Energy_Storage_Capacity_MW,Economic_Growth_Rate,Project_ID,Project_Completion_Status
IN-CH,2014-09,0.0,4552930,3201530,12800439,45123,8.201942051442956,0,733422952,27.151124634144235,10.0,72783493,77710599,6405.0,11.63,,
IN-AN,2014-12,80.58,9173280,1649,32981045,2765,,1,996486681,38.78635223208416,22.0,19680671,163788762,,-1.99,,
IN-AP,2018-05,0.0,5259595,667217,21430286,4841,35.43036648805157,1,964626823,31.181827534653166,23.0,55866830,236740486,9044.0,11.86,,
IN-TR,2024-08,104.96,8965111,3501233,43968958,18599,11.457616860765818,1,656952976,42.0104645178203,33.0,67004937,407263404,3496.0,5.51,,
IN-GJ,2019-12,121.21,7417669,3977612,546221,3080,,1,81628489,6.225389557630462,0.0,47617723,86010433,8029.0,3.15,,
IN-WB,2017-08,0.0,464732,2092592,24869826,6527,7.061413957443907,1,368535603,34.474733772528424,31.0,63114106,109055553,,11.97,,
IN-LD,2024-04,15.34,1242979,645741,16701370,48859,65.2649663382105,1,192315098,12.294407323239131,10.0,64736346,459012959,8919.0,8.28,,
IN-AS,2015-02,8.03,2678118,25646,31765696,21106,5.9758821873661105,1,620901529,2.4512507976539255,26.0,38294336,388425584,3442.0,-2.15,,
IN-LA,2013-10,84.57,5885736,551018,14553197,11057,28.80486992510207,1,973952118,26.790218899691837,11.0,93513432,189627178,,13.23,,
IN-JK,2022-09,0.0,7215950,2631815,10797006,26748,13.618702957919183,0,840333411,47.16432424357696,23.0,75135558,430397871,1508.0,9.51,,
IN-JH,2012-05,92.91,1753295,2672725,35542113,37780,60.593541164990015,0,503274611,5.121591435762918,29.0,54387665,471067172,,12.1,,
IN-KL,2017-03,804.7,9755533,1091262,18924078,5856,67.34887434699428,1,663463722,5.117168031508912,34.0,12184776,60041607,1324.0,1.45,,
IN-JK,2025-02,9.49,5934266,2874510,31431631,13587,26.321022132003513,0,41266618,,21.0,36839054,439819625,7043.0,11.7,,
IN-BR,2013-05,73.47,6289004,1428051,48084535,9595,99.3385903708008,0,822125567,27.38495453316353,35.0,9660592,283235459,4538.0,12.89,,
IN-JK,2016-12,0.0,8843719,4822308,8964323,28101,,1,299232803,19.469651333347453,18.0,58478148,167993847,6359.0,9.18,,
IN-CH,2017-11,151.1,7033504,4658751,23871405,13806,27.95114826233168,0,74391454,11.009342155894053,5.0,54574772,335905294,661.0,4.47,,
IN-BR,2021-12,146.93,9307989,4567914,6942592,17261,71.13724224329113,1,806668158,39.00814183245586,24.0,31311730,44913868,9595.0,5.81,,
IN-OR,2017-12,347.06,4604718,2512386,29398370,41873,70.11192195997832,1,959839950,8.300250028816764,20.0,69991876,137898821,1579.0,1.55,,
IN-CH,2012-03,0.0,3507154,640384,41918144,3826,6.734687095397196,0,247641457,43.89692227263986,25.0,52999334,406226136,374.0,6.65,,
IN-KL,2023-03,188.42,1426094,1107588,33923745,40550,,1,551247494,25.06583142605886,8.0,15860257,445094518,3319.0,3.97,,
IN-UT,2017-09,574.38,4057259,2366750,30135166,22456,63.55341075205973,0,479623079,34.12001539810796,28.0,82487000,490527058,6083.0,8.01,,
IN-PB,2017-01,995.43,4426451,148754,31077079,37898,,1,154608028,49.63460835032403,1.0,78473728,469609107,4444.0,12.56,,
IN-KA,2011-10,0.0,5310806,2271190,7744729,31587,12.239700074171378,1,816586224,18.471391694414187,36.0,51433144,300350859,,4.4,,
IN-CT,2012-02,527.68,2246716,3580278,29366346,5693,,1,439614064,31.53023698894758,27.0,13427931,218417849,8252.0,3.43,,
IN-OR,2024-01,200.62,4108136,4339408,34804107,48025,67.0007563736905,1,656597706,2.717175161061597,1.0,71587501,393833198,6270.0,-3.95,,
IN-UT,2025-05,0.0,7008098,485805,45993392,42806,35.62259459065299,0,424480650,31.27610703881858,7.0,80830989,303809443,4970.0,-0.5,,
IN-WB,2021-12,40.5,2300483,2039114,44207506,31017,94.04731527359395,0,657902785,6.829157205549791,18.0,71383467,99428546,3178.0,-3.25,,
IN-MP,2022-06,12.96,7952094,3344812,42419767,16614,26.34834409110428,1,71041999,36.40685222972387,5.0,50092163,365737703,1811.0,10.09,,
IN-CH,2024-09,0.0,6160776,2682895,14813378,40844,86.94317151414765,0,982012393,11.83915917445188,36.0,44434757,10412093,3886.0,-0.69,,
IN-TR,2020-01,34.99,9506518,865468,36836776,5118,37.98542424939183,1,118663145,39.62392585640531,26.0,97846294,34026964,8050.0,0.35,,
IN-RJ,2010-07,0.0,9355938,2987698,39173326,29836,82.58913495449826,1,453430333,18.960326925311982,24.0,47219029,163912222,,3.42,,
IN-HP,2015-09,86.59,5826181,1260422,47154761,28519,58.60472124387631,1,221164136,30.68327829137528,2.0,62546835,286430973,2831.0,4.77,,
IN-AN,2022-01,142.71,2176603,1248371,21808696,2186,4.158838262993303,0,471371803,1.6077617600135263,24.0,32446745,118049483,8302.0,10.57,,
IN-WB,2013-10,118.37,3512708,4274809,15822928,47792,43.55932210539615,1,62823658,47.93877408033643,19.0,67496204,161026335,1829.0,10.27,,
IN-TN,2021-06,0.0,5728537,2237987,16187378,10646,65.52254856888258,1,682786279,42.19896896968307,15.0,72866764,425458858,2529.0,3.75,,
IN-PB,2010-01,507.85,1774508,174382,42662189,44135,22.906817216870078,1,79384018,46.251968261131,17.0,52097976,406015638,5330.0,14.11,,
IN-DN,2018-04,365.96,4062123,538474,48142926,5185,17.776563965720925,1,455587661,,,25719786,430230851,77.0,-1.68,,
IN-TR,2014-12,772.22,4249519,3553314,2449133,49239,38.9910582046238,1,217058273,40.03084369106956,36.0,62054673,319241157,5504.0,11.01,,
IN-WB,2023-09,246.84,5927635,208804,25224610,9996,76.05182382616256,0,329660109,48.42683926884807,3.0,828042,2099810,5253.0,3.1,,
IN-DN,2014-07,566.78,3339515,1284858,20835848,25272,42.77038400100117,0,504131896,38.010514718977895,4.0,44428317,319322099,7843.0,1.07,,
IN-CT,2017-12,0.0,4135478,3922839,8485225,8176,85.01582402498293,1,893865375,42.149670289395,30.0,42521755,344502786,3286.0,1.04,,
IN-LA,2015-02,0.0,1830023,183206,20468192,23578,94.84522004041284,0,133044489,45.012350876820285,16.0,69320892,39087464,2714.0,11.83,,
IN-TS,2019-12,0.0,5241585,53175,9144155,2499,93.3705240757179,1,483729196,19.279820392086695,7.0,92636789,115685006,1094.0,4.57,,
IN-PY,2022-09,179.69,7045764,1087876,37886082,13942,18.832617851444933,1,870222606,21.224187192520645,36.0,16588618,176097071,8719.0,-2.55,,
IN-AS,2020-05,0.0,8058117,4877571,14331108,43270,65.91248647905688,0,561942850,38.18123041299051,20.0,582623,475707672,4423.0,1.91,,
IN-AP,2020-06,152.57,2739580,893792,48840083,2874,9.798126963679,1,163385601,13.440163184751636,20.0,87602459,35162463,1299.0,-0.88,,
IN-HP,2014-12,381.32,7440767,3976339,6206552,10405,45.87336011973755,1,332362345,5.551073857988237,19.0,64781921,462528868,5094.0,0.98,,
IN-SK,2014-09,0.0,2495515,2924907,10032586,16878,69.19855088182145,1,333871241,,1.0,78897421,496491040,5712.0,14.6,,
IN-MH,2025-02,0.0,9219592,4436152,3339918,469,72.85540699961642,0,215632277,42.10668514570676,4.0,21469966,192960419,9234.0,6.0,,
IN-AP,2024-03,44.83,991064,3893880,4859648,2247,50.61553102638789,1,439733300,27.181361639402102,10.0,62257323,356387476,7024.0,-3.65,,
IN-LD,2019-06,470.79,9351713,2205065,3155727,49684,93.74336130897639,1,603513114,32.69986404227441,28.0,47477739,483443182,2486.0,11.4,,
IN-CT,2020-07,0.0,2751357,635972,18673043,33526,5.675203212229962,1,284026807,2.4662509486140074,18.0,90138977,417344018,8035.0,11.24,,
IN-GA,2017-04,318.65,7936171,3897399,133185,33660,33.97115526937093,1,627764847,32.09368587739461,10.0,59505500,361553717,7265.0,9.93,,
IN-AS,2012-05,622.27,351263,1436510,8189743,47664,81.11711514956016,0,820555757,41.720377682747625,2.0,44465535,107751370,4989.0,-3.88,,
IN-SK,2022-06,0.0,3056062,1529041,42435330,22863,93.10838164020265,0,210583546,47.251974673642174,26.0,29311829,122070322,8666.0,9.88,,
IN-PB,2020-11,329.93,268571,2390359,42189995,14489,51.397220960665,1,593911564,24.51255517812683,5.0,44678779,347608445,1222.0,7.42,,
IN-HP,2011-11,71.59,861713,809989,6196238,15108,72.15170207126762,1,44652005,40.49150197181291,25.0,48827992,6699998,1334.0,9.84,,
IN-HR,2010-11,335.36,8880148,158973,2170406,5658,95.83369760508725,1,574982312,11.819403331438455,21.0,9310793,326707889,8771.0,11.97,,
IN-CH,2024-12,0.0,1493365,416038,19488492,44181,52.34121169182235,1,56388942,41.1657070461831,,40411007,49644128,6489.0,-1.47,,
IN-ML,2012-10,310.29,895865,2493435,9275392,20653,11.179407731856973,0,271041190,11.398432702459926,35.0,50956664,5252714,1274.0,3.4,,
IN-TS,2023-10,8.32,3327512,2835738,19365982,32563,85.22479553445915,1,188492829,,20.0,68996572,420370942,461.0,-0.01,,
IN-HR,2025-01,46.29,7298758,1590997,43877381,22889,,1,249883364,,15.0,36621925,222408842,2555.0,11.58,,
IN-AP,2021-10,0.0,935430,793401,519997,33680,83.79389124254219,0,920171514,16.164366758573944,,57766397,410960778,1899.0,-1.11,,
IN-UT,2012-01,150.2,5171298,4304573,49632630,36990,94.66259823074662,1,663586462,33.17124334822897,30.0,74717620,94442843,4497.0,-4.75,,
IN-AR,2023-11,40.79,8175545,841190,1624577,36442,28.486645018512448,1,190897989,,20.0,36119331,373132698,7482.0,13.27,,
IN-UP,2019-09,428.13,8407778,3654631,5030428,12396,16.929779292934654,1,33807032,8.276779721400429,34.0,79567241,96807852,439.0,-2.2,,
IN-ML,2024-02,47.84,3823976,4018013,25688439,47691,36.21990129982565,0,432854396,18.973437748889776,,15147680,210882858,8139.0,-1.9,,
IN-UP,2015-04,31.73,1803387,430885,47633190,7613,13.765070804893686,0,265512102,43.74840482733725,34.0,27933523,321624944,2092.0,14.72,,
IN-LD,2014-05,50.82,3748896,3874747,45580699,45730,,0,286534306,15.161329622218634,36.0,27203817,159831447,,14.47,,
IN-WB,2025-08,57.25,3247178,1016908,36658412,26704,,0,497967306,7.6693561888919515,,49446508,169257606,4621.0,-1.77,,
IN-KA,2019-01,381.69,6751427,4001790,46509651,25151,63.62886033987323,0,685789149,20.79998098350002,3.0,15861261,496981976,8384.0,2.96,,
IN-CT,2014-09,745.54,9163770,3072600,10853980,40396,53.13250565503276,1,522131549,29.27087962280521,10.0,92636348,401569609,4728.0,14.86,,
IN-AR,2011-05,0.0,9917200,1415637,46141955,22927,5.799867074439846,0,380806771,21.329521639691883,4.0,37008033,398765619,,12.95,,
IN-CH,2014-05,0.0,833256,986736,26459151,47882,8.907424006449427,1,517090909,39.00182693166837,13.0,1243386,456695394,2089.0,-0.38,,
IN-AN,2014-05,0.0,72058,4575993,123909,19970,23.468281520971402,1,135408513,37.28415776726451,9.0,94558714,133216237,2379.0,0.32,,
IN-MZ,2025-06,167.18,104006,2291751,43721578,47377,96.8902202761279,0,274931272,36.49420007915645,10.0,20827107,321960158,3913.0,11.31,,
IN-WB,2019-04,0.0,7048093,170068,44242458,5326,82.4221885762702,1,477208897,31.047561026019977,11.0,37921876,44933964,3286.0,10.88,,
IN-ML,2014-11,134.01,9583924,2139174,32318861,16083,67.74755726758673,0,945953230,49.29594691905976,12.0,48276184,101967633,,11.72,,
IN-OR,2020-11,244.42,5790991,3432367,15802594,43425,,1,506614217,,21.0,45288782,237744832,6499.0,13.16,,
IN-HP,2025-07,847.79,8991871,1868782,1917588,3023,35.20987527489492,1,708378240,21.88603972929819,16.0,62230855,476728897,5181.0,4.89,,
IN-MZ,2024-09,147.89,1825560,859875,46583252,7118,45.614688205247504,0,602205002,44.27250660747363,23.0,33620651,299204776,8903.0,-2.72,,
IN-LA,2011-01,640.51,5897224,3713969,5054291,23383,95.34473157533152,1,994438220,2.028847282343349,12.0,30558039,53872055,,-4.8,,
IN-AR,2018-02,0.0,8527815,2756141,13766746,46582,69.23974412358844,1,213339993,23.183756239866533,29.0,46925383,452159948,105.0,-0.2,,
IN-DL,2020-08,0.0,3615889,1910541,17321797,29729,65.88428498598746,0,762925336,17.409433064714815,12.0,4986722,291961568,9636.0,-4.16,,
IN-HP,2024-01,154.88,1367493,4116404,38248497,40094,10.382526388385182,1,628578138,4.7620270940135265,2.0,99919482,167899866,9298.0,-0.96,,
IN-WB,2021-08,119.65,2613471,4381654,36642305,34722,28.036113529793727,0,958124186,42.194017980742174,3.0,58247849,432119946,3289.0,7.59,,
IN-AP,2025-01,0.0,4190400,3109507,7484871,18968,27.267012676962477,0,349396720,9.266664727847123,,93521143,311114650,6234.0,1.04,,
IN-GA,2017-02,657.57,2626952,3171806,17775854,35933,,1,35771956,31.299925426558634,28.0,5296373,398167993,7599.0,6.02,,
IN-AS,2011-02,0.0,7547251,946805,37521373,27487,,1,535346120,3.777147453232821,5.0,20265407,402756018,1429.0,2.8,,
IN-DL,2010-09,14.3,1225683,1558998,36186611,40761,32.8169697858832,1,819509168,8.421988783840535,6.0,89518953,165234525,5706.0,13.73,,
IN-HP,2010-01,108.62,9052992,1040429,29693103,39862,49.583834952932826,0,469292385,12.111451689072418,11.0,89392165,48416366,3990.0,3.47,,
IN-WB,2020-03,224.46,8820992,1885301,37745812,17596,,0,605157775,27.421891690028243,18.0,60496768,367488948,2087.0,12.2,,
IN-TS,2012-01,205.98,3830083,448442,21361097,49014,63.965506270655744,1,266960900,30.958594842188305,18.0,6246717,103704377,2017.0,8.3,,
IN-WB,2025-09,16.79,626781,2193347,41567569,12681,,0,505492331,21.54726277573274,32.0,96250053,74358622,4636.0,14.15,,
IN-DL,2015-04,287.24,775189,4956801,798270,39675,,1,245846409,15.481523554915855,26.0,79671193,227610672,9039.0,-1.95,,
IN-MZ,2015-03,578.43,1013146,3060566,42728406,15358,74.47560986116002,1,386852109,8.883959515937057,16.0,20954856,240936486,4748.0,7.21,,
IN-HP,2023-04,0.0,5149469,3607572,30250943,26594,34.51606718821976,0,526050786,11.761652962062213,13.0,34319641,360982203,9618.0,11.36,,
IN-NL,2021-07,803.43,9788467,4366849,7357020,46427,77.1743579883803,0,481746475,41.125155952562295,21.0,43208121,132257868,4829.0,6.59,,
IN-KA,2015-08,1396.45,8381347,3997369,33070287,39711,51.757209772378474,0,526649117,32.059314446520546,32.0,92423464,251968205,4192.0,5.09,,
IN-CT,2014-05,478.3,9400205,368448,47652279,3451,57.91657826975138,1,855098691,33.856057232383776,28.0,70202030,111719897,3649.0,-2.2,,
IN-CH,2013-12,0.0,644606,489865,48036181,25159,40.97149068839331,0,941982861,35.98684539552848,35.0,3789074,252803780,6962.0,3.53,,
IN-CT,2021-09,652.84,1861060,1312989,19539938,4147,12.159175265656286,1,873725986,14.64231431478119,9.0,90177638,443334980,8888.0,-3.41,,
IN-MP,2018-04,103.31,2064043,3699446,43787657,10493,67.85551492661874,0,138656338,17.265316976969046,3.0,42923191,269909096,115.0,2.15,,
IN-AN,2017-09,44.19,5030995,1333203,41226429,43603,34.88208176381811,0,259396052,32.89276028708831,6.0,3331335,79027849,7562.0,5.25,,
IN-MH,2019-01,0.0,6109760,930027,16533621,3064,20.396072402522268,1,648416042,41.66830516198999,,21777468,29567968,7575.0,13.81,,
IN-JK,2014-03,1159.92,5954736,873470,3473509,37963,63.0723072585859,1,888843840,29.260000875969112,14.0,11795335,43387901,3133.0,2.97,,
IN-BR,2023-12,0.0,8806658,4977639,1980434,33541,,0,201876670,,7.0,28862450,266274706,1263.0,13.45,,
IN-DL,2019-04,0.0,6630101,273241,10751690,42617,60.91620203672278,1,232824614,5.528039597226919,35.0,8611376,457147098,8154.0,6.7,,
IN-KA,2023-07,227.51,8525791,547210,29192143,45631,58.047197209287496,0,932606435,24.305293787317762,12.0,40286665,318982005,4221.0,-3.27,,
IN-LD,2012-04,0.0,4792974,3388557,15155219,41443,30.41156869082686,0,515362732,37.71366449478663,20.0,29295235,191028716,9544.0,5.71,,
IN-LA,2017-03,0.0,7239559,741478,48555228,20893,28.234306843887637,1,340409937,23.704349851267594,0.0,87712277,78158847,333.0,-4.11,,
IN-MH,2023-08,131.12,7190066,1807862,25544354,23848,62.03370253004432,1,75873148,20.14986778651851,30.0,42312519,280054431,2711.0,-1.2,,
IN-DN,2014-11,80.84,3812376,3952914,34149387,8031,29.457366425766153,1,523044594,37.621889113506874,,26731281,433185467,,13.89,,
IN-LD,2020-02,1359.45,9993525,1308388,45028726,18363,18.779544230855507,1,22510595,41.407477145085565,24.0,15574340,418706069,1282.0,13.38,,
IN-MN,2021-02,207.04,5638801,1829432,26010184,8704,92.5269186574241,1,337833213,15.999525001174709,29.0,26784256,279181159,5356.0,7.45,,
IN-WB,2022-10,79.87,9573383,3467020,19264092,35458,40.829910372823306,1,106216722,15.939226303501218,32.0,32593141,424161494,7989.0,14.41,,
IN-PB,2011-04,0.0,5910960,1171322,41647095,30282,15.467822851167522,0,715523585,8.342392486361927,13.0,49463904,249060230,,13.18,,
IN-AN,2017-06,61.36,2746204,3464858,23865135,44200,11.334256984815294,1,130141850,12.230378431226885,,61630813,382748209,,10.62,,
IN-AP,2025-02,0.0,7119280,158528,40052561,44965,89.06221087038821,1,707125305,47.29709644465813,,35913981,442123749,4468.0,8.88,,
IN-AN,2025-02,93.77,4946897,3406404,2921379,19220,26.748887030346147,1,740519592,28.7408033208856,,34082825,479169165,6330.0,8.85,,
IN-UT,2019-03,351.68,8665383,4361874,36450423,438,99.45781106736999,0,825522093,,,61071265,449576365,8069.0,11.07,,
IN-TR,2023-06,1035.39,3994239,946456,36437183,44739,92.27075154033773,0,552721557,49.4809318487894,30.0,41474422,497140853,1257.0,6.05,,
IN-CH,2015-01,201.56,6963968,3740110,19335203,35723,93.05130557901754,0,816033323,48.11718979760301,9.0,36470879,34384950,7484.0,10.61,,
IN-LA,2015-05,60.97,7176053,1464884,47666384,21480,14.593743079928212,1,968798143,44.827338844858474,7.0,3253291,274981824,5992.0,9.27,,
IN-AP,2014-08,0.0,7646261,933724,3736635,4377,1.2436279833086372,1,752387545,26.785177632347303,24.0,74265985,152913726,,-1.79,,
IN-GA,2011-11,0.0,6491548,463741,41516474,7730,82.78858662664807,0,173249962,15.219355782311117,26.0,45943949,445144753,1024.0,9.18,,
IN-UT,2018-09,0.0,3931134,206412,32630685,1479,31.784968220745423,0,675330559,27.162520005196306,1.0,78085451,241415357,547.0,13.03,,
IN-TN,2025-10,947.98,1849559,1726393,28414054,19833,84.6495034758382,0,772975074,26.786272107837274,9.0,90082245,261232091,8981.0,14.48,,
IN-LA,2024-02,0.0,5809227,3862733,23104791,35320,2.3720166560704747,0,589688204,38.51907096766961,33.0,63584119,339194722,4753.0,5.47,,
IN-MP,2024-11,120.05,5120958,659306,45241427,26869,59.21496071593788,0,440846055,31.49035802498178,18.0,61018296,377570080,8648.0,-1.8,,
IN-MH,2012-05,1410.04,59012,2833747,39602309,11411,,1,840516123,47.31913188023184,12.0,17955904,89966169,1830.0,4.51,,
IN-AS,2023-07,0.0,4276167,4872142,49091642,45377,65.3221475218698,0,268195869,16.408468955673257,17.0,51924147,373990999,7178.0,-3.34,,
IN-JH,2014-02,0.0,4597713,1532366,43545731,4699,54.19557277536736,0,602920755,42.15660975872934,23.0,60281329,473501034,9861.0,12.38,,
IN-MN,2018-11,0.0,7816010,1499315,28998069,37403,81.53153335094726,0,888277532,10.129700714155687,32.0,37876621,315211483,8467.0,1.26,,
IN-OR,2012-11,364.48,2270765,1673602,21879054,42093,,1,436394749,30.937042675901814,21.0,73846245,36296286,6587.0,9.03,,
IN-KA,2020-09,1129.9,529540,360883,33627531,17889,24.85540053989087,0,961811312,40.098284467096214,4.0,37600389,471507251,8787.0,2.51,,
IN-PY,2022-07,368.52,5790643,1566237,630764,33406,7.275165191656551,0,121529589,40.38670929342297,33.0,53674888,41425993,2964.0,4.9,,
IN-AS,2023-11,0.0,2134167,2668809,37154062,45175,87.1729969360367,0,385678113,6.026201695503347,19.0,12863751,44380776,7123.0,4.15,,
IN-HR,2019-01,6.39,982722,3699310,48460548,37861,20.81723246181115,1,802818155,35.10505883894122,33.0,66068769,124133458,6594.0,0.89,,
IN-LD,2018-10,0.0,8980764,3040207,40113467,18836,34.793272313754755,1,212588006,49.45382603892251,29.0,28034888,120136557,6035.0,0.48,,
IN-JK,2014-12,278.53,4428623,2973069,22208566,16261,69.60318521080605,0,279094544,23.876387197796344,2.0,30111585,353173470,1730.0,7.89,,
IN-BR,2012-02,789.05,9973259,2571662,13929719,42197,56.055054624369674,1,227077979,45.704926612523224,4.0,75686896,181846979,283.0,13.8,,
IN-KL,2015-08,669.08,1178089,1545150,42232189,48597,84.78879245447614,1,510093692,43.812127112647055,24.0,28191371,92224318,,0.35,,
IN-MH,2013-05,204.82,6010695,3079523,4763787,49023,69.6660934132013,1,238647951,30.521972446788148,9.0,14605946,82168348,7047.0,1.52,,
IN-MH,2022-08,114.1,1050433,3761139,31324655,32544,22.871557584593617,0,359469924,15.679282294438885,4.0,73020679,287161223,10.0,5.27,,
IN-PB,2015-06,455.42,5667445,491644,47118871,41959,27.039797847539994,0,210562992,21.471212657388943,,3128642,19663749,7842.0,8.09,,
IN-AP,2019-09,492.39,2215802,58318,25052472,25500,21.78080633230791,0,53669782,34.99359991079332,4.0,23809590,461827304,4894.0,0.08,,
IN-SK,2016-03,17.83,5783741,3503128,44248844,6901,21.277600775978232,0,408593545,,,68685015,238614910,7309.0,13.22,,
IN-TR,2010-10,0.0,7909198,4432271,15997964,19344,11.93937280826084,0,511542822,39.34097820373031,29.0,99864967,382592686,1087.0,3.42,,
IN-JH,2016-12,0.0,7426843,3751219,34059126,17207,28.2732527489417,0,871125350,5.419481754238031,,93290824,123279267,8381.0,11.76,,
IN-MH,2016-06,0.0,1731309,2128542,46057888,5549,54.48366051909852,0,100274466,38.03696064936402,,74007121,138705825,5182.0,9.5,,
IN-AP,2015-12,1118.6,3517050,3315016,4122783,49756,40.246706513174736,1,320637017,17.297773489927447,,89599652,391918285,3432.0,7.75,,
IN-MH,2014-08,0.0,5251169,4116933,42377259,15291,64.51312585170757,0,140461478,8.305542159865736,15.0,6020163,252286073,4189.0,2.51,,
IN-BR,2017-08,0.0,6659577,2734837,11989216,23598,97.66466738598521,1,897327406,44.85804375993786,7.0,78586397,403446268,6492.0,-4.88,,
